STATE,LIBNAME,ADDRESS,CITY,ZIP,CNTY,SQ_FEET,HOURS,WKS_OPEN,LONGITUD,LATITUDE
AK,ANCHOR POINT PUBLIC LIBRARY,72251 MILO FRITZ AVENUE,ANCHOR POINT,99556,KENAI PENINSULA,1287,1404,52,-151.71634,59.81351
AK,CHUGIAK/EAGLE RIVER BRANCH LIBRARY,12001 BUSINESS BOULEVARD #176,EAGLE RIVER,99577,ANCHORAGE,17888,1840,40,-149.572388,61.328746
AK,MULDOON BRANCH LIBRARY,"1251 MULDOON ROAD, SUITE 158",ANCHORAGE,99504,ANCHORAGE,8232,2346,52,-149.733412,61.21056
AK,SAMSON-DIMOND BRANCH LIBRARY,"800 EAST DIMOND BOULEVARD, SUITE 23",ANCHORAGE,99515,ANCHORAGE,10200,2346,52,-149.866937,61.14458
AK,SCOTT AND WESLEY GERRISH BRANCH LIBRARY,250 EGLOFF DRIVE,GIRDWOOD,99587,ANCHORAGE,3938,1683,52,-149.166389,60.9425
AK,Z. J. LOUSSAC LIBRARY,3600 DENALI STREET,ANCHORAGE,99503,ANCHORAGE,140000,3264,52,-149.876714,61.18792
AK,ANDERSON VILLAGE LIBRARY,101 FIRST STREET,ANDERSON,99744,DENALI,3041,500,50,-149.178545,64.34357
AK,KUSKOKWIM CONSORTIUM LIBRARY,420 STATE HIGHWAY,BETHEL,99559,BETHEL,3656,2458,52,-161.760222,60.77014
AK,BIG LAKE PUBLIC LIBRARY,3140 SOUTH BIG LAKE ROAD,BIG LAKE,99652,MATANUSKA-SUSITNA,6940,2568,52,-149.819317,61.55251
AK,CANTWELL COMMUNITY LIBRARY,1 SCHOOL ROAD,CANTWELL,99729,DENALI,1363,720,48,-148.677951,63.44362
AK,CHINIAK PUBLIC LIBRARY,43318 SPRUCE WAY,CHINIAK,99615,KODIAK ISLAND,1000,483,48,-152.491432,57.74737
AK,COLD BAY PUBLIC LIBRARY,10 BARANOV STREET,COLD BAY,99571,ALEUTIANS EAST,1100,480,48,-161.128461,55.7397
AK,COOPER LANDING COMMUNITY LIBRARY,MILE .8 BEAN CREEK ROAD,COOPER LANDING,99572,KENAI PENINSULA,1320,1080,52,-150.134689,60.49075
AK,CORDOVA PUBLIC LIBRARY,622 FIRST STREET,CORDOVA,99574,VALDEZ-CORDOVA,2800,2408,52,-145.766016,60.54801
AK,CRAIG PUBLIC LIBRARY,504 THIRD STREET,CRAIG,99921,PR WALES-OUTER KE,1800,2268,52,-133.151451,55.47608
AK,DELTA COMMUNITY LIBRARY,2291 DEBORAH STREET,DELTA JUNCTION,99737,SE FAIRBANK,5000,2912,52,-145.713082,64.03256
AK,DILLINGHAM PUBLIC LIBRARY,306 D STREET WEST,DILLINGHAM,99576,DILLINGHAM,2430,2100,52,-158.466804,59.04026
AK,EAGLE PUBLIC LIBRARY,2ND & AMUNDSEN,EAGLE,99738,SE FAIRBANK,1500,704,51,-141.201813,64.78648
AK,ERNEST NYLIN MEMORIAL LIBRARY,50 ELIM LOOP,ELIM,99739,NOME,1200,480,48,-162.260573,64.617499
AK,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARY,1215 COWLES STREET,FAIRBANKS,99701,FAIRBANKS NORTH STAR,62100,3162,52,-147.73849,64.83845
AK,NORTH POLE BRANCH LIBRARY,601 SNOWMAN LANE,NORTH POLE,99705,FAIRBANKS NORTH STAR,4200,1530,52,-147.350744,64.74943
AK,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARY,1215 COWLES STREET,FAIRBANKS,99701,FAIRBANKS NORTH STAR,-3,1530,52,-147.73849,64.838451
AK,CHARLES EVANS COMMUNITY/SCHOOL LIBRARY,299 ANTOSKI DRIVE,GALENA,99741,YUKON-KOYUKUK,1500,750,50,-154.720238,65.96966
AK,COPPER VALLEY COMMUNITY LIBRARY,MILE 186 GLENN HIGHWAY,GLENNALLEN,99588,VALDEZ-CORDOVA,2000,1584,51,-146.369847,62.05552
AK,GUSTAVUS PUBLIC LIBRARY,14 GUSTAVUS ROAD,GUSTAVUS,99826,SKAGWAY-ANGOON,3052,1283,51,-136.855874,58.83307
AK,HAINES BOROUGH PUBLIC LIBRARY,111 THIRD AVENUE SOUTH,HAINES,99827,HAINES,8400,2938,52,-135.446889,59.2363
AK,TRI-VALLEY COMMUNITY LIBRARY,400 SUNTRANA STREET,HEALY,99743,DENALI,4560,1008,52,-148.563331,64.014
AK,HOLLIS PUBLIC LIBRARY,NO. 1 HOLLIS SCHOOL ROAD,HOLLIS,99950,PR WALES-OUTER KE,2300,700,50,-132.878786,55.76289
AK,HOMER PUBLIC LIBRARY,500 HAZEL AVENUE,HOMER,99603,KENAI PENINSULA,17000,2704,52,-151.544372,59.63993
AK,HOPE/SUNRISE COMMUNITY LIBRARY,18487 A AVENUE,HOPE,99605,KENAI PENINSULA,2304,772,52,-149.642516,60.918744
AK,DOUGLAS PUBLIC LIBRARY,1016 THIRD STREET,DOUGLAS,99824,JUNEAU,8000,1836,52,-134.391732,58.2758
AK,MENDENHALL VALLEY PUBLIC LIBRARY,"9105 MENDENHALL MALL ROAD, #134",JUNEAU,99801,JUNEAU,9391,3162,52,-134.582292,58.37117
AK,JUNEAU PUBLIC LIBRARIES,292 MARINE WAY,JUNEAU,99801,JUNEAU,17000,2652,52,-134.400041,58.29759
AK,KASILOF PUBLIC LIBRARY,58200 STERLING HIGHWAY,KASILOF,99610,KENAI PENINSULA,2553,735,49,-151.225689,60.3424
AK,KENAI COMMUNITY LIBRARY,163 MAIN STREET LOOP,KENAI,99611,KENAI PENINSULA,10000,2842,49,-151.244012,60.55813
AK,KETCHIKAN PUBLIC LIBRARY,629 DOCK STREET,KETCHIKAN,99901,KETCHIKAN GATEWAY,6100,2958,51,-131.650775,55.34479
AK,A. HOLMES JOHNSON MEMORIAL LIBRARY,319 LOWER MILL BAY ROAD,KODIAK,99615,KODIAK ISLAND,9202,3344,52,-152.398502,57.79393
AK,CHUKCHI CONSORTIUM LIBRARY,604 THIRD STREET,KOTZEBUE,99752,NORTHWEST ARCTIC,1700,2346,52,-162.587444,66.89788
AK,SELAWIK DAVIS RAMOTH COMMUNITY LIBRARY,2600 MUSK OX PARKWAY,SELAWIK,99770,NORTHWEST ARCTIC,2000,510,52,-159.568511,66.29617
AK,KOYUKUK COMMUNITY LIBRARY,300 VISTA ROAD,KOYUKUK,99754,YUKON-KOYUKUK,250,921,52,-157.67622,64.88745
AK,MCGRATH COMMUNITY SCHOOL LIBRARY,123 CHINANA AVENUE,MCGRATH,99627,YUKON-KOYUKUK,1650,914,52,-154.958831,62.94694
AK,CENTENNIAL LIBRARY,4TH & MILTON STREET,METLAKATLA,99926,PR WALES-OUTER KE,1080,720,52,-131.582243,55.13203
AK,SOUTH NAKNEK PUBLIC LIBRARY,1 SCHOOL ROAD,SOUTH NAKNEK,99670,BRISTOL BAY,840,1122,52,-156.906305,58.69046
AK,MARTIN MONSEN REGIONAL LIBRARY,101 MAIN STREET,NAKNEK,99633,BRISTOL BAY,1456,2040,52,-156.710141,58.84785
AK,NENANA PUBLIC LIBRARY,201 EAST SECOND STREET,NENANA,99760,YUKON-KOYUKUK,2421,1664,52,-149.092702,64.56222
AK,NINILCHIK COMMUNITY LIBRARY,15850 STERLING HIGHWAY,NINILCHIK,99639,KENAI PENINSULA,3200,1456,52,-151.691726,60.0275
AK,KEGOAYAH KOZGA LIBRARY,223 FRONT STREET,NOME,99762,NOME,1800,2288,52,-165.40543,64.49731
AK,NORTHWAY COMMUNITY/SCHOOL LIBRARY,MILE 5 NORTHWAY ROAD,NORTHWAY,99764,SE FAIRBANK,2562,480,48,-141.945631,62.94483
AK,PALMER PUBLIC LIBRARY,655 SOUTH VALLEY WAY,PALMER,99645,MATANUSKA-SUSITNA,11400,2340,52,-149.113741,61.59847
AK,PELICAN PUBLIC LIBRARY,166 SALMON WAY,PELICAN,99832,SKAGWAY-ANGOON,1200,520,52,-136.135508,58.10796
AK,PETERSBURG PUBLIC LIBRARY,12 NORDIC DRIVE,PETERSBURG,99833,WRANGELL-PETERSBU,2645,2600,52,-132.958255,56.80848
AK,JESSIE WAKEFIELD MEMORIAL LIBRARY,207 SPRUCE DRIVE,PORT LIONS,99550,KODIAK ISLAND,1360,780,52,-152.883298,57.87453
AK,ST. PAUL ISLAND SCHOOL/COMMUNITY LIBRARY,930 TOLSTOI BOULEVARD,ST. PAUL,99660,ALEUTIANS WEST,1280,512,48,-170.27885,57.18359
AK,SELDOVIA PUBLIC LIBRARY,260 SELDOVIA STREET,SELDOVIA,99663,KENAI PENINSULA,1923,750,50,-151.531478,59.64462
AK,SEWARD COMMUNITY LIBRARY,238 5TH AVENUE,SEWARD,99664,KENAI PENINSULA,7900,3172,52,-149.438759,60.10178
AK,KETTLESON MEMORIAL LIBRARY,320 HARBOR DRIVE,SITKA,99835,SITKA,7300,3692,52,-135.334496,57.04958
AK,SKAGWAY PUBLIC LIBRARY,769 STATE STREET,SKAGWAY,99840,SKAGWAY-ANGOON,3220,2320,52,-135.308005,59.46061
AK,SOLDOTNA PUBLIC LIBRARY,235 NORTH BINKLEY STREET,SOLDOTNA,99669,KENAI PENINSULA,14033,3068,52,-151.072559,60.49234
AK,SUTTON LIBRARY/COMMUNITY RESOURCE CENTER,11317 NORTH JONESVILLE MINE ROAD,SUTTON,99674,MATANUSKA-SUSITNA,2255,2132,52,-148.943896,61.7554
AK,TAKOTNA COMMUNITY LIBRARY,RIVERSIDE DRIVE,TAKOTNA,99675,YUKON-KOYUKUK,160,676,52,-156.124971,62.97515
AK,TALKEETNA PUBLIC LIBRARY,23151 SOUTH TALKEETNA SPUR ROAD,TALKEETNA,99676,MATANUSKA-SUSITNA,2590,2184,52,-149.889417,62.17843
AK,TANANA COMMUNITY/SCHOOL LIBRARY,89 FRONT STREET,TANANA,99777,YUKON-KOYUKUK,848,380,38,-151.892209,65.3268
AK,DERMOTT O'TOOLE MEMORIAL LIBRARY,707 WEST TENAKEE AVENUE,TENAKEE SPRINGS,99841,SKAGWAY-ANGOON,896,600,50,-135.212133,57.77754
AK,TOK COMMUNITY LIBRARY,MILE 1314 ALASKA HIGHWAY,TOK,99780,SE FAIRBANK,960,1294,52,-142.249751,63.9214
AK,TICASUK LIBRARY,28 HAPPY VALLEY ROAD,UNALAKLEET,99684,NOME,364,799,48,-160.921,63.631463
AK,VALDEZ CONSORTIUM LIBRARY,260 FAIRBANKS STREET,VALDEZ,99686,VALDEZ-CORDOVA,15000,2860,52,-146.353761,61.12918
AK,WASILLA META-ROSE PUBLIC LIBRARY,391 NORTH MAIN STREET,WASILLA,99654,MATANUSKA-SUSITNA,7687,2224,52,-149.441507,61.58256
AK,WILLOW PUBLIC LIBRARY,23557 WEST WILLOW COMMUNITY CENTER,WILLOW,99688,MATANUSKA-SUSITNA,4111,2106,52,-150.98442,61.67003
AK,IRENE INGLE PUBLIC LIBRARY,124 SECOND STREET,WRANGELL,99929,WRANGELL,5930,1976,52,-132.378872,56.45098
AK,AKIAK SCHOOL/COMMUNITY LIBRARY,1 KILBUCK ROAD,AKIAK,99552,BETHEL,2500,471,48,-161.191724,60.88718
AK,FRANCES KIBBLE KENNY LAKE PUBLIC LIBRARY,MILE 5 EDGERTON HIGHWAY,KENNY LAKE,99573,VALDEZ-CORDOVA,1440,918,51,-143.873988,61.66443
AK,KOYUK PUBLIC LIBRARY,BIRCH STREET,KOYUK,99753,NOME,1000,520,26,-161.164605,64.930444
AK,TULUKSAK SCHOOL/COMMUNITY LIBRARY,1 PHILLIP STREET,TULUKSAK,99679,BETHEL,1495,520,52,-160.95319,61.10831
AK,NAQIAKSRAT LIBRARY,130 ROCKY ROAD,WHITE MOUNTAIN,99784,NOME,562,576,48,-162.561429,65.00544
AK,ALAK COMMUNITY/SCHOOL LIBRARY,567 MAIN STREET,WAINWRIGHT,99782,NORTH SLOPE,2225,325,33,-160.024847,70.63911
AK,TIKIGAK SCHOOL/COMMUNITY LIBRARY,1837 TIKIGAQ AVENUE,POINT HOPE,99766,NORTH SLOPE,2849,475,48,-166.771754,68.34605
AK,NUNAMIUT SCHOOL/COMMUNITY LIBRARY,114 ILLINOIS AVENUE,ANAKTUVUK PASS,99721,NORTH SLOPE,1230,430,43,-151.7245,68.14689
AK,MEADE RIVER SCHOOL/COMMUNITY LIBRARY,4001 KIPPI STREET,ATQASUK,99791,NORTH SLOPE,800,475,48,-157.418523,70.47538
AK,HAROLD KAVEOLOOK SCHOOL/COMMUNITY LIBRARY,2001 BARTER AVENUE,KAKTOVIK,99747,NORTH SLOPE,2880,395,40,-143.631181,70.12908
AK,NUIQSUT TRAPPER SCHOOL/COMMUNITY LIBRARY,3310  3RD AVENUE,NUIQSUT,99789,NORTH SLOPE,1305,365,37,-151.00117,70.22312
AK,KALI SCHOOL/COMMUNITY LIBRARY,1029 QASIGIALIK STREET,POINT LAY,99759,NORTH SLOPE,888,435,44,-163.016573,69.741
AK,TUZZY CONSORTIUM LIBRARY,5421 NORTH STAR STREET,BARROW,99723,NORTH SLOPE,7000,2346,52,-156.75342,71.29845
AK,AKIACHAK SCHOOL/COMMUNITY LIBRARY,1 MAIN STREET,AKIACHAK,99551,BETHEL,1800,720,48,-161.409778,60.8781
AK,ESTHER GREENWALD LIBRARY,366 GARTEENI HIGHWAY,HOONAH,99829,SKAGWAY-ANGOON,4184,1270,50,-135.437574,58.10915
AK,MOOSE PASS PUBLIC LIBRARY,31810 DEPOT ROAD,MOOSE PASS,99631,KENAI PENINSULA,360,820,50,-149.508366,60.52465
AK,NIKOLAI COMMUNITY/SCHOOL LIBRARY,TOP OF THE KUSKOKWIM SCHOOL BUILDIN,NIKOLAI,99691,YUKON-KOYUKUK,1640,480,48,-154.374475,63.00669
AK,SAND POINT COMMUNITY/SCHOOL LIBRARY,123 RED COVE ROAD,SAND POINT,99661,ALEUTIANS EAST,1950,780,52,-160.487593,55.34761
AK,EGEGIK TRIBAL COUNCIL LIBRARY,289 AIRPORT WAY,EGEGIK,99579,LAKE AND PENINSULA,1500,936,52,-157.335327,58.17839
AK,TRAPPER CREEK PUBLIC LIBRARY,8901 EAST DEVONSHIRE DRIVE,TRAPPER CREEK,99683,MATANUSKA-SUSITNA,2762,1270,52,-150.321414,61.41243
AK,HOLY CROSS COMMUNITY/SCHOOL LIBRARY,210 TRAILWAY STREET,HOLY CROSS,99602,YUKON-KOYUKUK,1450,480,48,-160.443036,62.22932
AK,OUZINKIE TRIBAL MEDIA CENTER,216 THIRD STREET,OUZINKIE,99644,KODIAK ISLAND,600,1248,52,-152.508261,57.92122
AK,ST. GEORGE ISLAND SCHOOL/COMMUNITY LIBRARY,NO. 1 ELEMENTARY SCHOOL ROAD,ST. GEORGE,99591,ALEUTIANS WEST,900,480,48,-169.619142,56.58272
AK,UNALASKA PUBLIC LIBRARY,63 ELEANOR DRIVE,UNALASKA,99685,ALEUTIANS WEST,9400,3484,52,-166.529689,53.87054
AK,ANIAK PUBLIC LIBRARY,311 RIVERFRONT DRIVE,ANIAK,99557,BETHEL,400,650,50,-156.683203,61.4908
AK,HYDER PUBLIC LIBRARY,50 MAIN STREET,HYDER,99923,PR WALES-OUTER,1200,480,48,-130.036515,55.92994
AK,INNOKO RIVER COMMUNITY/SCHOOL AND TRIBAL LIBRARY,101 PINE STREET,SHAGELUK,99665,YUKON-KOYUKUK,512,780,48,-159.798143,62.64145
AK,ANVIK COMMUNITY/SCHOOL LIBRARY,1 AIRPORT ROAD,ANVIK,99558,YUKON-KOYUKUK,560,480,48,-160.128556,63.27254
AK,GRAYLING COMMUNITY/SCHOOL LIBRARY,DAVID LOUIS SCHOOL BUILDING,GRAYLING,99590,YUKON-KOYUKUK,576,480,48,-159.683027,64.07926
AK,LAKE MINCHUMINA COMMUNITY LIBRARY,123 AIRPORT WAY,LAKE MINCHUMINA,99757,YUKON-KOYUKUK,1100,624,52,-152.385396,63.8005
AK,IGIUGIG TRIBAL LIBRARY,1 AIRPORT WAY,IGIUGIG,99613,LAKE AND PENINSULA,440,539,49,-156.48296,58.73102
AK,COFFMAN COVE COMMUNITY LIBRARY,106 DENALI ALLEY,COFFMAN COVE,99918,PR WALES-OUTER KE,2480,2890,52,-132.828524,56.014145
AK,THORNE BAY PUBLIC LIBRARY,120 FREEMAN DRIVE,THORNE BAY,99919,PR WALES-OUTER KE,1120,991,52,-132.52418,55.68823
AK,PILOT POINT TRIBAL LIBRARY,2200 MAIN STREET,PILOT POINT,99649,LAKE AND PENINSULA,768,1125,48,-157.384464,57.52567
AK,WHALE PASS COMMUNITY LIBRARY,BEACH ROAD LOT 3 BLOCK 14,WHALE PASS,99950,PR WALES-OUTER KE,1500,664,50,-132.878786,55.76289
AK,TOGIAK PUBLIC LIBRARY AND CULTURAL CENTER,SECOND AVENUE AND G STREET,TOGIAK,99678,DILLINGHAM,850,1500,50,-160.391925,59.06007
AK,SCAMMON BAY PUBLIC LIBRARY,101 HILLSIDE STREET,SCAMMON BAY,99662,WADE HAMPTON,220,1200,48,-165.080055,61.79161
AK,KLUKWAN COMMUNITY/SCHOOL LIBRARY,315 MISSION STREET,KLUKWAN,99827,HAINES,754,832,52,-135.443134,59.230122
AL,CARL ELLIOTT REGIONAL LIBRARY SYSTEM,98 18TH STREET EAST,JASPER,35501,WALKER,-3,2340,52,-87.273906,33.83339
AL,ARLEY PUBLIC LIBRARY,6788 COUNTY ROAD 41,ARLEY,35541,WINSTON,6000,1820,52,-87.2234,34.04997
AL,CORDOVA PUBLIC LIBRARY,84 MAIN STREET,CORDOVA,35550,WALKER,2500,1040,52,-87.182924,33.75642
AL,DOUBLE SPRINGS PUBLIC LIBRARY,637 BLAKE DRIVE,DOUBLE SPRINGS,35553,WINSTON,1500,2236,52,-87.383461,34.14703
AL,HALEYVILLE PUBLIC LIBRARY,913 20TH STREET,HALEYVILLE,35565,WINSTON,3600,2496,52,-87.623386,34.2263
AL,JASPER PUBLIC LIBRARY,98 EAST 18TH STREET,JASPER,35501,WALKER,20000,2236,52,-87.273906,33.83339
AL,SUMITON PUBLIC LIBRARY,416 STATE STREET,SUMITON,35148,WALKER,2500,1976,52,-87.049527,33.74957
AL,CHEAHA REGIONAL LIBRARY,935 COLEMAN STREET,HEFLIN,36264,CLEBURNE,2200,2080,52,-85.588945,33.64375
AL,CHEAHA REGIONAL BOOKMOBILE,935 COLEMAN STREET,HEFLIN,36264,CLEBURNE,-3,1480,52,-85.588945,33.643758
AL,ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY,736 COLLEGE STREET,ROANOKE,36274,RANDOLPH,9000,2201,52,-85.370667,33.1495
AL,ASHLAND CITY PUBLIC LIBRARY,11 2ND AVENUE NORTH,ASHLAND,36251,CLAY,4000,2008,40,-85.837992,33.27473
AL,SYLACUGA - B. B. COMER MEMORIAL LIBRARY,314 NORTH BROADWAY AVENUE,SYLACAUGA,35150,TALLADEGA,39000,2808,52,-86.250724,33.17185
AL,CHEROKEE COUNTY PUBLIC LIBRARY,310 MARY STREET,CENTRE,35960,CHEROKEE,10243,2000,50,-85.67641,34.14928
AL,CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY,124 NINTH AVENUE SW,CHILDERSBURG,35044,TALLADEGA,9000,2548,52,-86.355664,33.27752
AL,LINCOLN PUBLIC LIBRARY,49 COMPLEX DRIVE,LINCOLN,35096,TALLADEGA,2000,2499,52,-86.122667,33.6044
AL,LINEVILLE PUBLIC LIBRARY,60119 HIGHWAY 49,LINEVILLE,36266,CLAY,2367,1757,52,-85.754449,33.31468
AL,HEFLIN - LUCILE MORGAN PUBLIC LIBRARY,541 ROSS STREET,HEFLIN,36264,CLEBURNE,2400,1214,52,-85.587878,33.64374
AL,OXFORD PUBLIC LIBRARY,110 EAST 6TH STREET,OXFORD,36203,CALHOUN,25000,2236,52,-85.83545,33.60969
AL,TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY,202 SOUTH STREET EAST,TALLADEGA,35160,TALLADEGA,24323,2237,52,-86.09972,33.43313
AL,ABBEVILLE MEMORIAL LIBRARY,301 KIRKLAND STREET,ABBEVILLE,36310,HENRY,4862,2193,52,-85.250486,31.56676
AL,ARITON - DOT LANEY MEMORIAL LIBRARY,30 WEST MAIN STREET,ARITON,36311,DALE,746,832,52,-85.719461,31.60018
AL,HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY,17 PARK STREET,HEADLAND,36345,HENRY,4295,2236,52,-85.342198,31.35231
AL,BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY,164 SOUTH MAIN STREET,BRUNDIDGE,36010,PIKE,2299,2236,52,-85.815509,31.71897
AL,OZARK - DALE COUNTY PUBLIC LIBRARY,416 JAMES STREET,OZARK,36360,DALE,17604,2132,52,-85.632774,31.45219
AL,CLIO - ELTON B. STEPHENS LIBRARY,17 SCHOOL STREET,CLIO,36017,BARBOUR,4880,1040,52,-85.612081,31.7087
AL,LOUISVILLE PUBLIC LIBRARY,1951 MAIN STREET,LOUISVILLE,36048,BARBOUR,3234,900,48,-85.555289,31.78378
AL,MIDLAND CITY - MARY BERRY BROWN MEMORIAL LIBRARY,1318 HINTON WATERS AVENUE,MIDLAND CITY,36350,DALE,3176,1820,52,-85.489966,31.32686
AL,NEWTON PUBLIC LIBRARY,209 OATES DRIVE,NEWTON,36352,DALE,1200,1560,51,-85.596856,31.33194
AL,CLAYTON - TOWN AND COUNTY PUBLIC LIBRARY,45 NORTH MIDWAY STREET,CLAYTON,36016,BARBOUR,4040,1250,52,-85.458753,31.88456
AL,TROY PUBLIC LIBRARY,300 NORTH THREE NOTCH STREET,TROY,36081,PIKE,11418,2600,52,-85.972212,31.8093
AL,UNION SPRINGS PUBLIC LIBRARY,103 NORTH PRAIRIE STREET,UNION SPRINGS,36089,BULLOCK,4000,1517,49,-85.716105,32.14064
AL,ANDALUSIA PUBLIC LIBRARY,212 SOUTH THREE NOTCH STREET,ANDALUSIA,36420,COVINGTON,11745,2499,52,-86.482943,31.3067
AL,BRANTLEY PUBLIC LIBRARY,10 MLK DRIVE,BRANTLEY,36009,CRENSHAW,680,1100,52,-86.35482,31.59088
AL,ELBA PUBLIC LIBRARY,406 SIMMONS STREET,ELBA,36323,COFFEE,5000,2063,52,-86.065581,31.4145
AL,GENEVA - EMMA KNOX KENAN PUBLIC LIBRARY,312 SOUTH COMMERCE STREET,GENEVA,36340,GENEVA,2700,2259,52,-85.865083,31.03622
AL,ENTERPRISE PUBLIC LIBRARY,101 EAST GRUBBS STREET,ENTERPRISE,36330,COFFEE,12000,2500,52,-85.853377,31.31367
AL,FLORALA PUBLIC LIBRARY,1214 FOURTH STREET,FLORALA,36442,COVINGTON,3200,1960,49,-86.327219,31.00565
AL,HARTFORD - MCGREGOR-MCKINNEY PUBLIC LIBRARY,101 EAST FULTON STREET,HARTFORD,36344,GENEVA,2410,2249,51,-85.696666,31.09826
AL,LUVERNE PUBLIC LIBRARY,148 EAST THIRD AVENUE,LUVERNE,36049,CRENSHAW,5000,1834,52,-86.261602,31.71632
AL,OPP PUBLIC LIBRARY,1604 NORTH MAIN STREET,OPP,36467,COVINGTON,8725,2080,52,-86.25497,31.30712
AL,SAMSON PUBLIC LIBRARY,200 NORTH JOHNSON STREET,SAMSON,36477,GENEVA,900,1454,30,-86.046002,31.11811
AL,SLOCOMB PUBLIC LIBRARY,134 SOUTH DALTON AVENUE,SLOCOMB,36375,GENEVA,3528,1040,50,-85.593681,31.10703
AL,HORSESHOE BEND REGIONAL LIBRARY,207 NORTH WEST STREET,DADEVILLE,36853,TALLAPOOSA,8300,2070,52,-85.765401,32.83339
AL,HORSESHOE BEND REGIONAL BOOKMOBILE,207 NORTH WEST STREET,DADEVILLE,36853,TALLAPOOSA,-3,966,52,-85.765401,32.833396
AL,ALEXANDER CITY - ADELIA MCCONNELL RUSSELL LIBRARY,318 CHURCH STREET,ALEXANDER CITY,35010,TALLAPOOSA,10950,2964,52,-85.95393,32.94154
AL,MAMIE'S PLACE,284 CHURCH STREET,ALEXANDER CITY,35010,TALLAPOOSA,3250,2496,52,-85.953937,32.9417
AL,DADEVILLE PUBLIC LIBRARY,205 NORTH WEST STREET,DADEVILLE,36853,TALLAPOOSA,1864,1748,52,-85.765401,32.83339
AL,GOODWATER PUBLIC LIBRARY,36 WEOGUFKA STREET,GOODWATER,35072,COOSA,4600,1952,52,-86.05253,33.06383
AL,AUBURN PUBLIC LIBRARY,749 EAST THACH AVENUE,AUBURN,36830,LEE,34065,3416,52,-85.466427,32.60441
AL,OPELIKA - LEWIS COOPER JR. MEMORIAL LIBRARY,200 SOUTH 6TH STREET,OPELIKA,36801,LEE,10000,3500,52,-85.375903,32.64908
AL,MILLBROOK PUBLIC LIBRARY,3650 GRANDVIEW ROAD,MILLBROOK,36054,ELMORE,6000,2801,52,-86.361986,32.47677
AL,ROCKFORD PUBLIC LIBRARY,110 MAIN STREET,ROCKFORD,35136,COOSA,820,2550,52,-86.225611,32.87139
AL,TALLASSEE COMMUNITY PUBLIC LIBRARY,99 FREEMAN AVENUE,TALLASSEE,36078,TALLAPOOSA,5619,2184,51,-85.879175,32.54029
AL,WETUMPKA PUBLIC LIBRARY,212 SOUTH MAIN STREET,WETUMPKA,36092,ELMORE,7000,2862,52,-86.206127,32.5334
AL,FLORENCE - LAUDERDALE PUBLIC LIBRARY,350 NORTH WOOD AVENUE,FLORENCE,35630,LAUDERDALE,42798,2797,52,-87.674645,34.80356
AL,TUSCUMBIA - HELEN KELLER PUBLIC LIBRARY,511 NORTH MAIN STREET,TUSCUMBIA,35674,COLBERT,10350,1992,52,-87.7035,34.73655
AL,LEIGHTON PUBLIC LIBRARY,8740 MAIN STREET,LEIGHTON,35646,COLBERT,1900,1004,52,-87.528964,34.70015
AL,MUSCLE SHOALS PUBLIC LIBRARY,1918 EAST AVALON AVENUE,MUSCLE SHOALS,35661,COLBERT,15800,2150,50,-87.64515,34.74444
AL,ROGERSVILLE PUBLIC LIBRARY,74 BANK STREET,ROGERSVILLE,35652,LAUDERDALE,6800,2080,52,-87.29206,34.82425
AL,SHEFFIELD PUBLIC LIBRARY,316 NORTH MONTGOMERY AVENUE,SHEFFIELD,35660,COLBERT,13000,2080,52,-87.698531,34.76144
AL,NORTHWEST REGIONAL LIBRARY,185 ASHWOOD DRIVE,WINFIELD,35594,MARION,8346,1600,50,-87.815049,33.93085
AL,HAMILTON - CLYDE NIX PUBLIC LIBRARY,350 BEXAR AVENUE WEST,HAMILTON,35570,MARION,3650,2080,52,-87.992322,34.14318
AL,KENNEDY PUBLIC LIBRARY,17885 HIGHWAY 96,KENNEDY,35574,LAMAR,864,1664,52,-87.976044,33.58605
AL,GUIN - MCHS COMMUNITY LIBRARY,8115 U.S. HIGHWAY 43,GUIN,35563,MARION,4000,2392,52,-87.89401,33.967
AL,MILLPORT PUBLIC LIBRARY,920 BLACK STREET,MILLPORT,35576,LAMAR,3000,1456,52,-88.089351,33.56156
AL,RUSSELLVILLE PUBLIC LIBRARY,110 EAST LAWRENCE STREET,RUSSELLVILLE,35653,FRANKLIN,4000,1664,52,-87.730263,34.50473
AL,SULLIGENT PUBLIC LIBRARY,514 ELM STREET,SULLIGENT,35586,LAMAR,2778,2080,52,-88.13174,33.90033
AL,VERNON - MARY WALLACE COBB MEMORIAL LIBRARY,110 FIRST AVENUE WEST,VERNON,35592,LAMAR,1870,2236,52,-88.109729,33.7091
AL,RED BAY - WEATHERFORD PUBLIC LIBRARY,307 4TH AVENUE SOUTH,RED BAY,35582,FRANKLIN,5000,1300,52,-88.149203,34.41045
AL,WINFIELD PUBLIC LIBRARY,185 ASHWOOD DRIVE,WINFIELD,35594,MARION,3384,2340,52,-87.815049,33.93085
